"State","2013_Urbanization","Year","Deaths","Population"
"Idaho","Small Metro",2001,42,170095
"Idaho","Small Metro",2002,48,172125
"Idaho","Small Metro",2003,48,175022
"Idaho","Small Metro",2004,56,179305
"Idaho","Small Metro",2005,73,183443
"Idaho","Small Metro",2006,45,188018
"Idaho","Small Metro",2007,55,192400
"Idaho","Small Metro",2008,54,196779
"Idaho","Small Metro",2009,65,200060
"Idaho","Small Metro",2010,74,202104
"Idaho","Small Metro",2011,71,204777
"Idaho","Small Metro",2012,72,205720
"Idaho","Small Metro",2013,61,207170
"Idaho","Small Metro",2014,73,209517
"Idaho","Small Metro",2015,95,211900
"Idaho","Small Metro",2016,47,216207
"Illinois","Large Central Metro",1999,324,2595387
"Illinois","Large Central Metro",2000,302,2603532
"Illinois","Large Central Metro",2001,331,2596809
"Illinois","Large Central Metro",2002,349,2581561
"Illinois","Large Central Metro",2003,302,2564981
"Illinois","Large Central Metro",2004,285,2545220
"Illinois","Large Central Metro",2005,295,2522991
"Illinois","Large Central Metro",2006,257,2502328
"Illinois","Large Central Metro",2007,303,2495662
"Illinois","Large Central Metro",2008,337,2499620
"Illinois","Large Central Metro",2009,314,2507835
"Illinois","Large Central Metro",2010,306,2514314
"Illinois","Large Central Metro",2011,285,2527908
"Illinois","Large Central Metro",2012,369,2535560
"Illinois","Large Central Metro",2013,347,2542363
"Illinois","Large Central Metro",2014,358,2542626
"Illinois","Large Central Metro",2015,341,2540541
"Illinois","Large Central Metro",2016,326,2526551
"Illinois","Large Fringe Metro",1999,236,1744161
"Illinois","Large Fringe Metro",2000,204,1769646
"Illinois","Large Fringe Metro",2001,264,1812789
"Illinois","Large Fringe Metro",2002,255,1846513
"Illinois","Large Fringe Metro",2003,235,1874313
"Illinois","Large Fringe Metro",2004,215,1909560
"Illinois","Large Fringe Metro",2005,280,1936703
"Illinois","Large Fringe Metro",2006,274,1966768
"Illinois","Large Fringe Metro",2007,279,1989152
"Illinois","Large Fringe Metro",2008,286,2006618
"Illinois","Large Fringe Metro",2009,265,2017561
"Illinois","Large Fringe Metro",2010,318,2026085
"Illinois","Large Fringe Metro",2011,346,2036018
"Illinois","Large Fringe Metro",2012,313,2037167
"Illinois","Large Fringe Metro",2013,305,2039711
"Illinois","Large Fringe Metro",2014,332,2042168
"Illinois","Large Fringe Metro",2015,315,2044626
"Illinois","Large Fringe Metro",2016,356,2043597
"Illinois","Medium Metro",1999,67,440256
"Illinois","Medium Metro",2000,75,441212
"Illinois","Medium Metro",2001,85,441812
"Illinois","Medium Metro",2002,81,442961
"Illinois","Medium Metro",2003,78,444638
"Illinois","Medium Metro",2004,73,447152
"Illinois","Medium Metro",2005,79,449847
"Illinois","Medium Metro",2006,79,453720
"Illinois","Medium Metro",2007,79,458784
"Illinois","Medium Metro",2008,79,460662
"Illinois","Medium Metro",2009,91,462661
"Illinois","Medium Metro",2010,85,462213
"Illinois","Medium Metro",2011,84,461740
"Illinois","Medium Metro",2012,95,461186
"Illinois","Medium Metro",2013,96,461163
"Illinois","Medium Metro",2014,92,457996
"Illinois","Medium Metro",2015,111,456064
"Illinois","Medium Metro",2016,105,454702
"Illinois","Micropolitan (non-metro)",1999,69,452311
"Illinois","Micropolitan (non-metro)",2000,87,452004
"Illinois","Micropolitan (non-metro)",2001,92,451325
"Illinois","Micropolitan (non-metro)",2002,93,449849
"Illinois","Micropolitan (non-metro)",2003,79,448999
"Illinois","Micropolitan (non-metro)",2004,78,450030
"Illinois","Micropolitan (non-metro)",2005,74,449552
"Illinois","Micropolitan (non-metro)",2006,73,450245
"Illinois","Micropolitan (non-metro)",2007,84,450746
"Illinois","Micropolitan (non-metro)",2008,105,450703
"Illinois","Micropolitan (non-metro)",2009,80,450141
"Illinois","Micropolitan (non-metro)",2010,77,450068
"Illinois","Micropolitan (non-metro)",2011,106,448770
"Illinois","Micropolitan (non-metro)",2012,92,446359
"Illinois","Micropolitan (non-metro)",2013,90,444168
"Illinois","Micropolitan (non-metro)",2014,125,441739
"Illinois","Micropolitan (non-metro)",2015,109,439493
"Illinois","Micropolitan (non-metro)",2016,123,437016
"Illinois","NonCore (non-metro)",1999,55,320523
"Illinois","NonCore (non-metro)",2000,63,319896
"Illinois","NonCore (non-metro)",2001,72,318694
"Illinois","NonCore (non-metro)",2002,75,317627
"Illinois","NonCore (non-metro)",2003,65,317768
"Illinois","NonCore (non-metro)",2004,73,317965
"Illinois","NonCore (non-metro)",2005,64,318316
"Illinois","NonCore (non-metro)",2006,40,317774
"Illinois","NonCore (non-metro)",2007,60,317403
"Illinois","NonCore (non-metro)",2008,75,317098
"Illinois","NonCore (non-metro)",2009,71,316082
"Illinois","NonCore (non-metro)",2010,72,315757
"Illinois","NonCore (non-metro)",2011,88,314517
"Illinois","NonCore (non-metro)",2012,68,313171
"Illinois","NonCore (non-metro)",2013,84,312064
"Illinois","NonCore (non-metro)",2014,94,310367
"Illinois","NonCore (non-metro)",2015,90,308894
"Illinois","NonCore (non-metro)",2016,70,307502
"Illinois","Small Metro",1999,70,493032
"Illinois","Small Metro",2000,85,494046
"Illinois","Small Metro",2001,80,496573
"Illinois","Small Metro",2002,74,499148
"Illinois","Small Metro",2003,74,502448
"Illinois","Small Metro",2004,95,505637
"Illinois","Small Metro",2005,72,508663
"Illinois","Small Metro",2006,87,513098
"Illinois","Small Metro",2007,78,516542
"Illinois","Small Metro",2008,85,518800
"Illinois","Small Metro",2009,101,521775
"Illinois","Small Metro",2010,84,523839
"Illinois","Small Metro",2011,86,525241
"Illinois","Small Metro",2012,96,526012
"Illinois","Small Metro",2013,101,527014
"Illinois","Small Metro",2014,109,525990
"Illinois","Small Metro",2015,107,524877
"Illinois","Small Metro",2016,119,522423
"Indiana","Large Central Metro",1999,95,413709
"Indiana","Large Central Metro",2000,87,415998
"Indiana","Large Central Metro",2001,85,418496
"Indiana","Large Central Metro",2002,86,418438
"Indiana","Large Central Metro",2003,86,419569
"Indiana","Large Central Metro",2004,72,420327
"Indiana","Large Central Metro",2005,79,421659
"Indiana","Large Central Metro",2006,95,424233
"Indiana","Large Central Metro",2007,95,426499
"Indiana","Large Central Metro",2008,109,429047
"Indiana","Large Central Metro",2009,94,433343
"Indiana","Large Central Metro",2010,84,435687
"Indiana","Large Central Metro",2011,99,439571
"Indiana","Large Central Metro",2012,101,443402
"Indiana","Large Central Metro",2013,117,447822
"Indiana","Large Central Metro",2014,101,449848
"Indiana","Large Central Metro",2015,114,452686
"Indiana","Large Central Metro",2016,112,453395
"Indiana","Large Fringe Metro",1999,147,864887
"Indiana","Large Fringe Metro",2000,157,874912
"Indiana","Large Fringe Metro",2001,153,889353
"Indiana","Large Fringe Metro",2002,186,901744
"Indiana","Large Fringe Metro",2003,165,914134
"Indiana","Large Fringe Metro",2004,179,927989
"Indiana","Large Fringe Metro",2005,181,941413
"Indiana","Large Fringe Metro",2006,191,956812
"Indiana","Large Fringe Metro",2007,183,971150
"Indiana","Large Fringe Metro",2008,213,983421
"Indiana","Large Fringe Metro",2009,214,992248
"Indiana","Large Fringe Metro",2010,205,998478
"Indiana","Large Fringe Metro",2011,220,1006468
"Indiana","Large Fringe Metro",2012,235,1011256
"Indiana","Large Fringe Metro",2013,217,1019962
"Indiana","Large Fringe Metro",2014,251,1025850
"Indiana","Large Fringe Metro",2015,238,1032251
"Indiana","Large Fringe Metro",2016,265,1038336
"Indiana","Medium Metro",1999,62,437582
"Indiana","Medium Metro",2000,67,440120
"Indiana","Medium Metro",2001,103,442297
"Indiana","Medium Metro",2002,87,443986
"Indiana","Medium Metro",2003,93,446634
"Indiana","Medium Metro",2004,71,448333
"Indiana","Medium Metro",2005,98,450838
"Indiana","Medium Metro",2006,96,453864
"Indiana","Medium Metro",2007,101,456928
"Indiana","Medium Metro",2008,99,458713
"Indiana","Medium Metro",2009,89,460387
"Indiana","Medium Metro",2010,113,461754
"Indiana","Medium Metro",2011,105,464133
"Indiana","Medium Metro",2012,106,465137
"Indiana","Medium Metro",2013,109,467182
"Indiana","Medium Metro",2014,113,469666
"Indiana","Medium Metro",2015,108,471944
"Indiana","Medium Metro",2016,104,473880
"Indiana","Micropolitan (non-metro)",1999,87,493451
"Indiana","Micropolitan (non-metro)",2000,93,495670
"Indiana","Micropolitan (non-metro)",2001,97,496966
"Indiana","Micropolitan (non-metro)",2002,99,497280
"Indiana","Micropolitan (non-metro)",2003,101,497879
"Indiana","Micropolitan (non-metro)",2004,111,498647
"Indiana","Micropolitan (non-metro)",2005,115,499557
"Indiana","Micropolitan (non-metro)",2006,120,500521
"Indiana","Micropolitan (non-metro)",2007,94,499971
"Indiana","Micropolitan (non-metro)",2008,95,502117
"Indiana","Micropolitan (non-metro)",2009,123,502341
"Indiana","Micropolitan (non-metro)",2010,100,502581
"Indiana","Micropolitan (non-metro)",2011,106,502511
"Indiana","Micropolitan (non-metro)",2012,116,502003
"Indiana","Micropolitan (non-metro)",2013,108,502096
"Indiana","Micropolitan (non-metro)",2014,121,502249
"Indiana","Micropolitan (non-metro)",2015,118,501621
"Indiana","Micropolitan (non-metro)",2016,155,500705
"Indiana","NonCore (non-metro)",1999,42,228665
"Indiana","NonCore (non-metro)",2000,52,229358
"Indiana","NonCore (non-metro)",2001,46,229835
"Indiana","NonCore (non-metro)",2002,55,230228
"Indiana","NonCore (non-metro)",2003,53,231034
"Indiana","NonCore (non-metro)",2004,35,231577
"Indiana","NonCore (non-metro)",2005,46,232179
"Indiana","NonCore (non-metro)",2006,52,232398
"Indiana","NonCore (non-metro)",2007,55,232582
"Indiana","NonCore (non-metro)",2008,42,232785
"Indiana","NonCore (non-metro)",2009,54,232193
"Indiana","NonCore (non-metro)",2010,62,232158
"Indiana","NonCore (non-metro)",2011,56,232006
"Indiana","NonCore (non-metro)",2012,62,231239
"Indiana","NonCore (non-metro)",2013,68,231208
"Indiana","NonCore (non-metro)",2014,53,230902
"Indiana","NonCore (non-metro)",2015,53,229959
"Indiana","NonCore (non-metro)",2016,69,228791
"Indiana","Small Metro",1999,89,523324
"Indiana","Small Metro",2000,108,526416
"Indiana","Small Metro",2001,86,530655
"Indiana","Small Metro",2002,95,530949
"Indiana","Small Metro",2003,105,535022
"Indiana","Small Metro",2004,95,537182
"Indiana","Small Metro",2005,104,541489
"Indiana","Small Metro",2006,120,546638
"Indiana","Small Metro",2007,96,551015
"Indiana","Small Metro",2008,92,554760
"Indiana","Small Metro",2009,108,557336
"Indiana","Small Metro",2010,108,559079
"Indiana","Small Metro",2011,98,562296
"Indiana","Small Metro",2012,130,565153
"Indiana","Small Metro",2013,136,567998
"Indiana","Small Metro",2014,117,570929
"Indiana","Small Metro",2015,141,573404
"Indiana","Small Metro",2016,135,574455
"Iowa","Medium Metro",1999,89,482334
"Iowa","Medium Metro",2000,88,486825
"Iowa","Medium Metro",2001,106,492416
"Iowa","Medium Metro",2002,91,497230
"Iowa","Medium Metro",2003,83,502004
"Iowa","Medium Metro",2004,94,507170
"Iowa","Medium Metro",2005,86,513874
"Iowa","Medium Metro",2006,98,521534
"Iowa","Medium Metro",2007,95,529299
"Iowa","Medium Metro",2008,105,536907
"Iowa","Medium Metro",2009,110,543112
"Iowa","Medium Metro",2010,100,548544
"Iowa","Medium Metro",2011,137,556516
"Iowa","Medium Metro",2012,108,561974
"Iowa","Medium Metro",2013,138,568651
"Iowa","Medium Metro",2014,130,576130
"Iowa","Medium Metro",2015,126,583468
"Iowa","Medium Metro",2016,152,590971
"Iowa","Micropolitan (non-metro)",1999,42,249148
"Iowa","Micropolitan (non-metro)",2000,55,249297
"Iowa","Micropolitan (non-metro)",2001,47,248798
"Iowa","Micropolitan (non-metro)",2002,43,247821
"Iowa","Micropolitan (non-metro)",2003,53,247730
"Iowa","Micropolitan (non-metro)",2004,60,247688
"Iowa","Micropolitan (non-metro)",2005,54,247722
"Iowa","Micropolitan (non-metro)",2006,47,247428
"Iowa","Micropolitan (non-metro)",2007,51,247707
"Iowa","Micropolitan (non-metro)",2008,54,247769
"Iowa","Micropolitan (non-metro)",2009,49,248268
"Iowa","Micropolitan (non-metro)",2010,66,248896
"Iowa","Micropolitan (non-metro)",2011,63,248789
"Iowa","Micropolitan (non-metro)",2012,69,248616
"Iowa","Micropolitan (non-metro)",2013,70,248567
"Iowa","Micropolitan (non-metro)",2014,50,248550
"Iowa","Micropolitan (non-metro)",2015,67,248411
"Iowa","Micropolitan (non-metro)",2016,59,247696
"Iowa","NonCore (non-metro)",1999,79,407829
"Iowa","NonCore (non-metro)",2000,63,407947
"Iowa","NonCore (non-metro)",2001,71,405938
"Iowa","NonCore (non-metro)",2002,77,403817
"Iowa","NonCore (non-metro)",2003,95,403172
"Iowa","NonCore (non-metro)",2004,75,402408
"Iowa","NonCore (non-metro)",2005,64,401556
"Iowa","NonCore (non-metro)",2006,85,401330
"Iowa","NonCore (non-metro)",2007,77,400259
"Iowa","NonCore (non-metro)",2008,98,399154
"Iowa","NonCore (non-metro)",2009,78,397650
"Iowa","NonCore (non-metro)",2010,77,397747
"Iowa","NonCore (non-metro)",2011,98,396648
"Iowa","NonCore (non-metro)",2012,77,395446
"Iowa","NonCore (non-metro)",2013,90,394857
"Iowa","NonCore (non-metro)",2014,86,393843
"Iowa","NonCore (non-metro)",2015,92,392421
"Iowa","NonCore (non-metro)",2016,93,391110
"Iowa","Small Metro",1999,45,290100
"Iowa","Small Metro",2000,39,291446
"Iowa","Small Metro",2001,34,292558
"Iowa","Small Metro",2002,39,293916
"Iowa","Small Metro",2003,61,295186
"Iowa","Small Metro",2004,58,297481
"Iowa","Small Metro",2005,51,298283
"Iowa","Small Metro",2006,42,301228
"Iowa","Small Metro",2007,37,303924
"Iowa","Small Metro",2008,51,307365
"Iowa","Small Metro",2009,56,311101
"Iowa","Small Metro",2010,61,313132
"Iowa","Small Metro",2011,43,315462
"Iowa","Small Metro",2012,54,318452
"Iowa","Small Metro",2013,66,321326
"Iowa","Small Metro",2014,61,324522
"Iowa","Small Metro",2015,48,327726
"Iowa","Small Metro",2016,69,329342
"Kansas","Large Fringe Metro",1999,70,348178
"Kansas","Large Fringe Metro",2000,58,352727
"Kansas","Large Fringe Metro",2001,70,360108
"Kansas","Large Fringe Metro",2002,72,365922
"Kansas","Large Fringe Metro",2003,68,370435
"Kansas","Large Fringe Metro",2004,66,375264
"Kansas","Large Fringe Metro",2005,80,379916
"Kansas","Large Fringe Metro",2006,65,386048
"Kansas","Large Fringe Metro",2007,73,391238
"Kansas","Large Fringe Metro",2008,81,396670
"Kansas","Large Fringe Metro",2009,94,401315
"Kansas","Large Fringe Metro",2010,100,404944
"Kansas","Large Fringe Metro",2011,84,410223
"Kansas","Large Fringe Metro",2012,113,414438
"Kansas","Large Fringe Metro",2013,89,419627
"Kansas","Large Fringe Metro",2014,88,423980
"Kansas","Large Fringe Metro",2015,106,428758
"Kansas","Large Fringe Metro",2016,97,431370
"Kansas","Medium Metro",1999,50,285798
"Kansas","Medium Metro",2000,54,286733
"Kansas","Medium Metro",2001,47,288770
"Kansas","Medium Metro",2002,52,290803
"Kansas","Medium Metro",2003,54,291717
"Kansas","Medium Metro",2004,63,293081
"Kansas","Medium Metro",2005,65,294582
"Kansas","Medium Metro",2006,71,297564
"Kansas","Medium Metro",2007,71,300802
"Kansas","Medium Metro",2008,66,305369
"Kansas","Medium Metro",2009,63,310145
"Kansas","Medium Metro",2010,61,312094
"Kansas","Medium Metro",2011,60,313552
"Kansas","Medium Metro",2012,88,315389
"Kansas","Medium Metro",2013,78,316427
"Kansas","Medium Metro",2014,88,318162
"Kansas","Medium Metro",2015,81,320375
"Kansas","Medium Metro",2016,98,319315
"Kansas","Micropolitan (non-metro)",1999,56,271293
"Kansas","Micropolitan (non-metro)",2000,56,271907
"Kansas","Micropolitan (non-metro)",2001,53,271574
"Kansas","Micropolitan (non-metro)",2002,57,270409
"Kansas","Micropolitan (non-metro)",2003,65,269599
"Kansas","Micropolitan (non-metro)",2004,66,269302
"Kansas","Micropolitan (non-metro)",2005,53,268593
"Kansas","Micropolitan (non-metro)",2006,62,269062
"Kansas","Micropolitan (non-metro)",2007,72,269401
"Kansas","Micropolitan (non-metro)",2008,47,270944
"Kansas","Micropolitan (non-metro)",2009,53,272431
"Kansas","Micropolitan (non-metro)",2010,63,275206
"Kansas","Micropolitan (non-metro)",2011,81,276854
"Kansas","Micropolitan (non-metro)",2012,92,278911
"Kansas","Micropolitan (non-metro)",2013,56,278628
"Kansas","Micropolitan (non-metro)",2014,67,277974
"Kansas","Micropolitan (non-metro)",2015,69,277398
"Kansas","Micropolitan (non-metro)",2016,74,273757
"Kansas","NonCore (non-metro)",1999,36,211902
"Kansas","NonCore (non-metro)",2000,62,211357
"Kansas","NonCore (non-metro)",2001,35,209014
"Kansas","NonCore (non-metro)",2002,59,207269
"Kansas","NonCore (non-metro)",2003,45,205909
"Kansas","NonCore (non-metro)",2004,51,204415
"Kansas","NonCore (non-metro)",2005,54,203191
"Kansas","NonCore (non-metro)",2006,58,202101
"Kansas","NonCore (non-metro)",2007,49,201348
"Kansas","NonCore (non-metro)",2008,49,201306
"Kansas","NonCore (non-metro)",2009,53,201112
"Kansas","NonCore (non-metro)",2010,49,201700
"Kansas","NonCore (non-metro)",2011,56,201059
"Kansas","NonCore (non-metro)",2012,62,200231
"Kansas","NonCore (non-metro)",2013,67,199952
"Kansas","NonCore (non-metro)",2014,58,199084
"Kansas","NonCore (non-metro)",2015,59,197568
"Kansas","NonCore (non-metro)",2016,65,195322
"Kansas","Small Metro",1999,39,205123
"Kansas","Small Metro",2000,41,205750
"Kansas","Small Metro",2001,33,206730
"Kansas","Small Metro",2002,46,207234
"Kansas","Small Metro",2003,39,207929
"Kansas","Small Metro",2004,45,209915
"Kansas","Small Metro",2005,48,211059
"Kansas","Small Metro",2006,53,214064
"Kansas","Small Metro",2007,46,215291
"Kansas","Small Metro",2008,43,218224
"Kansas","Small Metro",2009,50,219562
"Kansas","Small Metro",2010,47,221464
"Kansas","Small Metro",2011,33,224114
"Kansas","Small Metro",2012,56,226312
"Kansas","Small Metro",2013,55,227314
"Kansas","Small Metro",2014,55,228155
"Kansas","Small Metro",2015,59,229534
"Kansas","Small Metro",2016,68,227995
"Kentucky","Large Central Metro",1999,62,330359
"Kentucky","Large Central Metro",2000,85,331599
"Kentucky","Large Central Metro",2001,52,333779
"Kentucky","Large Central Metro",2002,75,335238
"Kentucky","Large Central Metro",2003,84,336987
"Kentucky","Large Central Metro",2004,77,339399
"Kentucky","Large Central Metro",2005,65,341123
"Kentucky","Large Central Metro",2006,83,343507
"Kentucky","Large Central Metro",2007,81,348240
"Kentucky","Large Central Metro",2008,73,351400
"Kentucky","Large Central Metro",2009,61,355669
"Kentucky","Large Central Metro",2010,73,357699
"Kentucky","Large Central Metro",2011,91,360373
"Kentucky","Large Central Metro",2012,94,362669
"Kentucky","Large Central Metro",2013,85,365223
"Kentucky","Large Central Metro",2014,92,366661
"Kentucky","Large Central Metro",2015,104,368738
"Kentucky","Large Central Metro",2016,104,369975
"Kentucky","Large Fringe Metro",1999,47,269996
"Kentucky","Large Fringe Metro",2000,54,274490
"Kentucky","Large Fringe Metro",2001,54,280229
"Kentucky","Large Fringe Metro",2002,46,283658
"Kentucky","Large Fringe Metro",2003,61,288741
"Kentucky","Large Fringe Metro",2004,66,294154
"Kentucky","Large Fringe Metro",2005,68,299209
"Kentucky","Large Fringe Metro",2006,68,304881
"Kentucky","Large Fringe Metro",2007,71,310463
"Kentucky","Large Fringe Metro",2008,77,314219
"Kentucky","Large Fringe Metro",2009,66,317925
"Kentucky","Large Fringe Metro",2010,74,319749
"Kentucky","Large Fringe Metro",2011,65,323282
"Kentucky","Large Fringe Metro",2012,64,325696
"Kentucky","Large Fringe Metro",2013,63,328444
"Kentucky","Large Fringe Metro",2014,72,331775
"Kentucky","Large Fringe Metro",2015,83,334983
"Kentucky","Large Fringe Metro",2016,76,336877
"Kentucky","Medium Metro",1999,49,304860
"Kentucky","Medium Metro",2000,50,307174
"Kentucky","Medium Metro",2001,62,311190
"Kentucky","Medium Metro",2002,49,313193
"Kentucky","Medium Metro",2003,57,314868
"Kentucky","Medium Metro",2004,63,318600
"Kentucky","Medium Metro",2005,45,322633
"Kentucky","Medium Metro",2006,82,325319
"Kentucky","Medium Metro",2007,72,330453
"Kentucky","Medium Metro",2008,74,333204
"Kentucky","Medium Metro",2009,68,338033
"Kentucky","Medium Metro",2010,74,340938
"Kentucky","Medium Metro",2011,79,344472
"Kentucky","Medium Metro",2012,76,349070
"Kentucky","Medium Metro",2013,73,350015
"Kentucky","Medium Metro",2014,88,352419
"Kentucky","Medium Metro",2015,99,354932
"Kentucky","Medium Metro",2016,86,357605
"Kentucky","Micropolitan (non-metro)",1999,89,378106
"Kentucky","Micropolitan (non-metro)",2000,89,381139
"Kentucky","Micropolitan (non-metro)",2001,79,383664
"Kentucky","Micropolitan (non-metro)",2002,89,385609
"Kentucky","Micropolitan (non-metro)",2003,112,388153
"Kentucky","Micropolitan (non-metro)",2004,89,391323
"Kentucky","Micropolitan (non-metro)",2005,94,395281
"Kentucky","Micropolitan (non-metro)",2006,98,398352
"Kentucky","Micropolitan (non-metro)",2007,114,401491
"Kentucky","Micropolitan (non-metro)",2008,81,403658
"Kentucky","Micropolitan (non-metro)",2009,96,405749
"Kentucky","Micropolitan (non-metro)",2010,109,406931
"Kentucky","Micropolitan (non-metro)",2011,107,409684
"Kentucky","Micropolitan (non-metro)",2012,122,409889
"Kentucky","Micropolitan (non-metro)",2013,110,410156
"Kentucky","Micropolitan (non-metro)",2014,134,412919
"Kentucky","Micropolitan (non-metro)",2015,130,413709
"Kentucky","Micropolitan (non-metro)",2016,117,415742
"Kentucky","NonCore (non-metro)",1999,105,493171
"Kentucky","NonCore (non-metro)",2000,140,494349
"Kentucky","NonCore (non-metro)",2001,119,493856
"Kentucky","NonCore (non-metro)",2002,132,495366
"Kentucky","NonCore (non-metro)",2003,123,495981
"Kentucky","NonCore (non-metro)",2004,121,497538
"Kentucky","NonCore (non-metro)",2005,139,499218
"Kentucky","NonCore (non-metro)",2006,133,500341
"Kentucky","NonCore (non-metro)",2007,142,501674
"Kentucky","NonCore (non-metro)",2008,131,501713
"Kentucky","NonCore (non-metro)",2009,128,502118
"Kentucky","NonCore (non-metro)",2010,152,501747
"Kentucky","NonCore (non-metro)",2011,158,501613
"Kentucky","NonCore (non-metro)",2012,143,498930
"Kentucky","NonCore (non-metro)",2013,162,496650
"Kentucky","NonCore (non-metro)",2014,142,495570
"Kentucky","NonCore (non-metro)",2015,160,492573
"Kentucky","NonCore (non-metro)",2016,145,489554
"Kentucky","Small Metro",1999,35,185160
"Kentucky","Small Metro",2000,18,186617
"Kentucky","Small Metro",2001,38,188543
"Kentucky","Small Metro",2002,54,189588
"Kentucky","Small Metro",2003,34,190132
"Kentucky","Small Metro",2004,48,193036
"Kentucky","Small Metro",2005,43,195620
"Kentucky","Small Metro",2006,51,197743
"Kentucky","Small Metro",2007,46,200141
"Kentucky","Small Metro",2008,58,202152
"Kentucky","Small Metro",2009,50,204444
"Kentucky","Small Metro",2010,38,207888
"Kentucky","Small Metro",2011,56,210450
"Kentucky","Small Metro",2012,77,211457
"Kentucky","Small Metro",2013,59,212908
"Kentucky","Small Metro",2014,55,213814
"Kentucky","Small Metro",2015,51,214159
"Kentucky","Small Metro",2016,64,216800
"Louisiana","Large Central Metro",1999,36,227322
"Louisiana","Large Central Metro",2000,41,227094
"Louisiana","Large Central Metro",2001,43,228760
"Louisiana","Large Central Metro",2002,42,230272
"Louisiana","Large Central Metro",2003,24,231606
"Louisiana","Large Central Metro",2004,33,233080
"Louisiana","Large Central Metro",2005,33,233572
"Louisiana","Large Central Metro",2006,19,112481
"Louisiana","Large Central Metro",2007,19,130856
"Louisiana","Large Central Metro",2008,33,146329
"Louisiana","Large Central Metro",2009,27,158729
"Louisiana","Large Central Metro",2010,27,166248
"Louisiana","Large Central Metro",2011,31,174056
"Louisiana","Large Central Metro",2012,27,177379
"Louisiana","Large Central Metro",2013,21,181694
"Louisiana","Large Central Metro",2014,39,183641
"Louisiana","Large Central Metro",2015,44,185658
"Louisiana","Large Central Metro",2016,31,186508
"Louisiana","Large Fringe Metro",1999,96,412700
"Louisiana","Large Fringe Metro",2000,83,412840
"Louisiana","Large Fringe Metro",2001,90,415003
"Louisiana","Large Fringe Metro",2002,86,418828
"Louisiana","Large Fringe Metro",2003,79,423073
"Louisiana","Large Fringe Metro",2004,95,429170
"Louisiana","Large Fringe Metro",2005,77,433415
"Louisiana","Large Fringe Metro",2006,70,393733
"Louisiana","Large Fringe Metro",2007,105,402708
"Louisiana","Large Fringe Metro",2008,81,405998
"Louisiana","Large Fringe Metro",2009,75,409295
"Louisiana","Large Fringe Metro",2010,76,412939
"Louisiana","Large Fringe Metro",2011,93,415980
"Louisiana","Large Fringe Metro",2012,71,418594
"Louisiana","Large Fringe Metro",2013,80,420325
"Louisiana","Large Fringe Metro",2014,105,422119
"Louisiana","Large Fringe Metro",2015,91,424887
"Louisiana","Large Fringe Metro",2016,94,427236
"Louisiana","Medium Metro",1999,145,747340
"Louisiana","Medium Metro",2000,133,751350
"Louisiana","Medium Metro",2001,119,754751
"Louisiana","Medium Metro",2002,140,759655
"Louisiana","Medium Metro",2003,128,764218
"Louisiana","Medium Metro",2004,148,772421
"Louisiana","Medium Metro",2005,153,778613
"Louisiana","Medium Metro",2006,144,802673
"Louisiana","Medium Metro",2007,153,809725
"Louisiana","Medium Metro",2008,143,817497
"Louisiana","Medium Metro",2009,152,826373
"Louisiana","Medium Metro",2010,167,833845
"Louisiana","Medium Metro",2011,155,840783
"Louisiana","Medium Metro",2012,169,847445
"Louisiana","Medium Metro",2013,169,852191
"Louisiana","Medium Metro",2014,189,856142
"Louisiana","Medium Metro",2015,209,860396
"Louisiana","Medium Metro",2016,183,862165
"Louisiana","Micropolitan (non-metro)",1999,33,197130
"Louisiana","Micropolitan (non-metro)",2000,39,197300
"Louisiana","Micropolitan (non-metro)",2001,37,196879
"Louisiana","Micropolitan (non-metro)",2002,41,196662
"Louisiana","Micropolitan (non-metro)",2003,37,195773
"Louisiana","Micropolitan (non-metro)",2004,42,196579
"Louisiana","Micropolitan (non-metro)",2005,32,197103
"Louisiana","Micropolitan (non-metro)",2006,34,197791
"Louisiana","Micropolitan (non-metro)",2007,27,197795
"Louisiana","Micropolitan (non-metro)",2008,55,197170
"Louisiana","Micropolitan (non-metro)",2009,31,199305
"Louisiana","Micropolitan (non-metro)",2010,52,200734
"Louisiana","Micropolitan (non-metro)",2011,36,200629
"Louisiana","Micropolitan (non-metro)",2012,35,201370
"Louisiana","Micropolitan (non-metro)",2013,43,200777
"Louisiana","Micropolitan (non-metro)",2014,36,200712
"Louisiana","Micropolitan (non-metro)",2015,58,200092
"Louisiana","Micropolitan (non-metro)",2016,46,199650
"Louisiana","NonCore (non-metro)",1999,31,186162
"Louisiana","NonCore (non-metro)",2000,32,186156
"Louisiana","NonCore (non-metro)",2001,34,184936
"Louisiana","NonCore (non-metro)",2002,28,184694
"Louisiana","NonCore (non-metro)",2003,33,184450
"Louisiana","NonCore (non-metro)",2004,46,184389
"Louisiana","NonCore (non-metro)",2005,37,183751
"Louisiana","NonCore (non-metro)",2006,31,185598
"Louisiana","NonCore (non-metro)",2007,24,185718
"Louisiana","NonCore (non-metro)",2008,37,185623
"Louisiana","NonCore (non-metro)",2009,32,185610
"Louisiana","NonCore (non-metro)",2010,45,185685
"Louisiana","NonCore (non-metro)",2011,41,185182
"Louisiana","NonCore (non-metro)",2012,40,184415
"Louisiana","NonCore (non-metro)",2013,38,183531
"Louisiana","NonCore (non-metro)",2014,47,183235
"Louisiana","NonCore (non-metro)",2015,59,182611
