"State","2013_Urbanization","Year","Deaths","Population"
"West Virginia","Medium Metro",2006,24,152357
"West Virginia","Medium Metro",2007,38,154060
"West Virginia","Medium Metro",2008,39,155629
"West Virginia","Medium Metro",2009,26,156676
"West Virginia","Medium Metro",2010,34,157471
"West Virginia","Medium Metro",2011,41,158301
"West Virginia","Medium Metro",2012,40,159041
"West Virginia","Medium Metro",2013,35,159809
"West Virginia","Medium Metro",2014,43,160513
"West Virginia","Medium Metro",2015,37,161155
"West Virginia","Medium Metro",2016,56,161467
"West Virginia","Micropolitan (non-metro)",1999,39,147092
"West Virginia","Micropolitan (non-metro)",2000,32,146625
"West Virginia","Micropolitan (non-metro)",2001,40,145540
"West Virginia","Micropolitan (non-metro)",2002,40,146070
"West Virginia","Micropolitan (non-metro)",2003,31,146380
"West Virginia","Micropolitan (non-metro)",2004,43,146547
"West Virginia","Micropolitan (non-metro)",2005,36,146871
"West Virginia","Micropolitan (non-metro)",2006,39,147558
"West Virginia","Micropolitan (non-metro)",2007,33,148099
"West Virginia","Micropolitan (non-metro)",2008,36,148905
"West Virginia","Micropolitan (non-metro)",2009,36,149815
"West Virginia","Micropolitan (non-metro)",2010,40,150265
"West Virginia","Micropolitan (non-metro)",2011,45,150639
"West Virginia","Micropolitan (non-metro)",2012,44,150561
"West Virginia","Micropolitan (non-metro)",2013,48,150593
"West Virginia","Micropolitan (non-metro)",2014,39,150161
"West Virginia","Micropolitan (non-metro)",2015,54,149058
"West Virginia","Micropolitan (non-metro)",2016,46,148076
"West Virginia","NonCore (non-metro)",1999,58,204240
"West Virginia","NonCore (non-metro)",2000,41,203421
"West Virginia","NonCore (non-metro)",2001,74,202437
"West Virginia","NonCore (non-metro)",2002,50,202750
"West Virginia","NonCore (non-metro)",2003,66,203493
"West Virginia","NonCore (non-metro)",2004,68,203774
"West Virginia","NonCore (non-metro)",2005,55,204048
"West Virginia","NonCore (non-metro)",2006,61,204650
"West Virginia","NonCore (non-metro)",2007,66,204878
"West Virginia","NonCore (non-metro)",2008,49,205047
"West Virginia","NonCore (non-metro)",2009,46,205381
"West Virginia","NonCore (non-metro)",2010,54,205639
"West Virginia","NonCore (non-metro)",2011,74,205047
"West Virginia","NonCore (non-metro)",2012,53,204070
"West Virginia","NonCore (non-metro)",2013,67,203243
"West Virginia","NonCore (non-metro)",2014,70,202200
"West Virginia","NonCore (non-metro)",2015,60,200785
"West Virginia","NonCore (non-metro)",2016,67,198950
"West Virginia","Small Metro",1999,74,367940
"West Virginia","Small Metro",2000,82,366984
"West Virginia","Small Metro",2001,85,366036
"West Virginia","Small Metro",2002,102,366648
"West Virginia","Small Metro",2003,88,367703
"West Virginia","Small Metro",2004,87,367728
"West Virginia","Small Metro",2005,81,367723
"West Virginia","Small Metro",2006,85,367976
"West Virginia","Small Metro",2007,108,368931
"West Virginia","Small Metro",2008,75,369955
"West Virginia","Small Metro",2009,102,372275
"West Virginia","Small Metro",2010,107,373767
"West Virginia","Small Metro",2011,82,374225
"West Virginia","Small Metro",2012,110,374833
"West Virginia","Small Metro",2013,115,374738
"West Virginia","Small Metro",2014,124,373635
"West Virginia","Small Metro",2015,113,372216
"West Virginia","Small Metro",2016,104,369507
"Wisconsin","Large Central Metro",1999,68,450027
"Wisconsin","Large Central Metro",2000,82,450574
"Wisconsin","Large Central Metro",2001,93,450637
"Wisconsin","Large Central Metro",2002,71,451279
"Wisconsin","Large Central Metro",2003,82,451560
"Wisconsin","Large Central Metro",2004,83,450688
"Wisconsin","Large Central Metro",2005,71,449060
"Wisconsin","Large Central Metro",2006,77,448258
"Wisconsin","Large Central Metro",2007,69,449184
"Wisconsin","Large Central Metro",2008,91,450906
"Wisconsin","Large Central Metro",2009,75,455117
"Wisconsin","Large Central Metro",2010,88,457717
"Wisconsin","Large Central Metro",2011,68,460693
"Wisconsin","Large Central Metro",2012,79,461547
"Wisconsin","Large Central Metro",2013,88,462186
"Wisconsin","Large Central Metro",2014,77,461907
"Wisconsin","Large Central Metro",2015,68,462916
"Wisconsin","Large Central Metro",2016,84,460600
"Wisconsin","Large Fringe Metro",1999,59,396602
"Wisconsin","Large Fringe Metro",2000,54,400592
"Wisconsin","Large Fringe Metro",2001,74,406954
"Wisconsin","Large Fringe Metro",2002,61,412461
"Wisconsin","Large Fringe Metro",2003,84,417946
"Wisconsin","Large Fringe Metro",2004,58,423188
"Wisconsin","Large Fringe Metro",2005,65,428168
"Wisconsin","Large Fringe Metro",2006,62,432297
